"WZ2523 (sometimes referred as Frankfort All Hazards or WZ252) is a NOAA Weather Radio station that serves The capital of Kentucky, Frankfort, Kentucky and surrounding cities including the eastern part of the Louisville-Jefferson County, KY-IN Metropolitan Statistical Area and western Lexington-Fayette. It is programmed from the National Weather Service forecast office in Louisville, Kentucky with its transmitter located in Frankfort. It also broadcasts some bulletins from The National Weather Service forecast office in Wilmington, Ohio. It broadcasts weather and hazard information for Anderson, Franklin, Henry, Owen, Scott, Shelby, and Woodford counties in northern Kentucky. This also includes Carroll county in northern Kentucky.",Agent,Broadcaster,RadioStation,WZ2523,102
"Marcialonga is a cross-country ski race which is arranged for the last Sunday in January in Trentino in Italy. It was first held in 1971 and has been a part of Worldloppet as long as Worldloppet has been around. In 2007, it was run for the 34th time. The run begins in Moena, where the skiers first go further up Fassa Valley and along Canazei, passing Moena on its way alongside Cavalese in the Fiemme Valley. Marcialonga runs in classic style, and is 70 km long, but in 2007 and 2015, it was shortened to 57 km due to snow problems. In 1975, 1989 and 1990 it was cancelled due to the total lack of snow on the track. A short race, Marcialonga light is 45 km, and goes from Moena to Predazzo. Maria Canins won from 1979 until 1988 10 times the Marcialonga.",Event,SocietalEvent,Convention,Marcialonga,144
"Gonionota bourquini is a moth in the Depressariidae family. It was described by Clarke in 1964. It is found in Brazil and Argentina. The wingspan is 16-24 mm. The forewings are light brown with slight pinkish cast and with some ill-defined fuscous blotches. The base of the forewing is buff yellow, with the outer edge lobed obliquely to the costa at one-third. There is an outwardly oblique blotch of the same color separated from the basal patch by an arm of the ground color and the costal edge of the light basal patch is brownish ochreous, while the basal patch and costal blotch are overlaid with reddish ocherous and sparsely irrorated with scattered jet black scales. The outer third of the costa is broadly edged with white, pink, and fuscous scales intermixed. At the end of the cell is a tiny white spot and there is a series of blackish spots around the termen. The hindwings are buff to ocherous fuscous, with the veins outlined darker and the anal area with darker scaling parallel to the first anal vein.",Species,Animal,Insect,Gonionota_bourquini,179
"Saint Saturninus of Cagliari (Italian: San Saturnino, Saturno) is venerated as the patron saint of Cagliari. According to Christian tradition, Saturninus was a local martyr –that is, he was killed at Cagliari by order of governor Barbarus. The legend states that he was beheaded for refusing to offer sacrifices to Jupiter during the persecutions of Christians by Diocletian. However, some scholars have determined that this tradition was invented centuries after the supposed martyrdom, and that the legend was devised a posteriori to attach a story to the name to whom the local ancient basilica was dedicated. But the name of the saint in Sardinian language, \""Santu Sadurru\"" (Saint Saturnus) suggests that there really was the martyrodom of Saturnus, a young Christian by the pagans and the saint was exactly buried where the ancient church was erected. Saint Saturninus was so confused with Saturninus of Toulouse (Sernin). “Saturninus” was the name of several other martyrs, including some belonging to the group of the Martyrs of Abitina, and close trading ties and communications between North Africa and Cagliari may have resulted in the cult of a North African saint becoming attached to this Sardinian location.",Agent,Cleric,Saint,Saturninus_of_Cagliari,193
"Vasantham TV (Tamil: வசந்தம் தொலைக்காட்சி) (also known as Wasanthan TV) is a Tamil language television channel which broadcasts in Sri Lanka. The channel is operated by the Independent Television Network Limited (ITN Ltd), which is a state governed television and radio broadcaster in Sri Lanka. The channel commenced transmission on 25 June 2009. This television channel primarily broadcasts content in the Tamil language, catering to the media requirements of the Tamil-speaking community within Sri Lanka.",Agent,Broadcaster,TelevisionStation,Vasantham_TV,75
"Jack Helme (born 20 March 1989) is a British individual trampolinist, representing his nation at international competitions. He competed at world championships, including at the 2011 Trampoline World Championships.",Agent,Athlete,Gymnast,Jack_Helme_(gymnast),29
Ben Shulver is an English professional rugby league player for Wakefield Trinity Wildcats in the European Super League. His playing position is Prop Forward.,Agent,Athlete,RugbyPlayer,Ben_Shulver,24
"Aruvu Rezuru: Kikaijikake no Yōseitachi (アルヴ・レズル -機械仕掛けの妖精たち-, lit. \""Arve Rezzle: Mechanized Fairies\"") is a science fiction light novel series by Yū Yamaguchi that began serialization in 2011. It is released through the electronic magazine BOX-AiR, an imprint run by Kodansha Box. In December 2011 it was selected out of 11 winners of the New Author Awards to become the first BOX-AiR series to be animated. A short film adaptation (part of Anime Mirai 2013) by Zexcs debuted on March 2, 2013, directed by newcomer Tatsuya Yoshihara, who was previously an episode director for Sket Dance.",Work,Comic,Manga,Aruvu_Rezuru:_Kikaijikake_no_Yōseitachi,95
"Ned Wade (born 1911) was an Irish hurler who plays as a midfielder and as a centre-forward for the Tipperary and Dublin senior teams. Born in Boherlahan, County Tipperary, Wade first excelled at hurling in his youth. He arrived on the inter-county scene at the age of seventeen when he first linked up with the Tipperary minor team before later joining the junior side. He joined the senior panel during the 1931 championship. Wade subsequently joined the Dublin senior team and won three Leinster medals. He was an All-Ireland runner-up on four occasions. As a member of the Leinster inter-provincial team on a number of occasions, Wade won three Railway Cup medals. At club level he was a seven-time cham pionship medallist with Faughs. He began his club career with Boherlahan-Dualla. Wade retired from inter-county hurling following the conclusion of the 1946 championship.",Agent,Athlete,GaelicGamesPlayer,Ned_Wade_(hurler),143
"The Paris Motor Show (French: Mondial de l'Automobile) is a biennial auto show in Paris. Held during October, it is one of the most important auto shows, often with many new production automobile and concept car debuts. The show presently takes place in Paris expo Porte de Versailles. The Mondial is scheduled by the Organisation Internationale des Constructeurs d'Automobiles, which considers it a major international auto show. In 2014, the Paris Motor Show welcomed 1,253,513 visitors, making it the most visited auto show in the world, ahead of Tokyo and Frankfurt. Until 1986, it was called the Salon de l'Automobile; it took the name Mondial de l'Automobile in 1988. The show was held annually through 1976; since, it has been biennial.",Event,SocietalEvent,Convention,Paris_Motor_Show,121
"Richard A. \""Dick\"" Cavalli (September 28, 1923 – October 16, 1997) was an American cartoonist best known for the comic strips Morty Meekle and its successor, Winthrop, which consecutively were syndicated to newspapers from 1956 to 1994.",Agent,Artist,ComicsCreator,Dick_Cavalli,37
"Hannah Wilson is a fictional character from the Australian soap opera Home and Away, played by Cassie Howarth. The character made her first screen appearance on 29 August 2013. She was introduced as part of established character Zac MacGuire's (Charlie Clausen) extended family. Hannah is characterised as a \""strong and determined\"" and very family orientated. She arrives in Summer Bay with newfound responsibility of looking after her dead sister's children Oscar (Jake Speer) and Evelyn MacGuire (Philippa Northeast). She takes a job at the local hospital as a nurse. Her early storylines focused mainly on the MacGuire family and Hannah shared a brief relationship with brother-in-law Zac. Producers created a new partnership between Hannah and Andy Barrett (Tai Hara). The latter being a self-destructive character, their relationship is short-lived following the revelation that he is a drug dealer. Writers continued to involve Hannah in romantic themed stories when she develops feelings for her married work colleague Nate Cooper (Kyle Pryor). Their attraction causes a feud between Hannah and Nate's mentally unstable wife Sophie Taylor (Bridgette Sneddon). When Hannah and Nate share a kiss, Sophie takes Nate hostage and causes a bus crash. The scenes formed the 2014 series finale and Hannah was left with life changing injures after two of her vertebrae were crushed leaving her paralysed. The story marked the character's first issue-led storyline. Howarth researched the plot intensively because she wanted to portray the disability correctly. Writers eventually paired Hannah and Andy together again. But their relationship is marred with Andy's personal issues, Hannah's struggle to regain the use of her legs and Hannah's infidelity with her ex-fiancé Sean Gleeson (Luke Pegler). After her break-up with Andy, she starts dating Chris Harrington (Johnny Ruffo). Hannah departed the show on 5 May 2016 after almost 3 years on Home and Away. She died after suffering a head injury during an explosion at the Caravan Park.",Agent,FictionalCharacter,SoapCharacter,Hannah_Wilson_(Home_and_Away),316
Wiktor Olecki (9 September 1909 – 1981) was a Polish cyclist. He competed in the individual and team road race events at the 1936 Summer Olympics.,Agent,Athlete,Cyclist,Wiktor_Olecki,26
"Richard Horne (born 16 July 1982) is a British former professional rugby league footballer who played for Hull F.C. of Super League. A Great Britain and Scotland international, his preferred position was Stand-off/Five-eighth. He is the older brother of Graeme Horne. Born in Hull, East Riding of Yorkshire n 16 July 1982, Horne made his debut for Hull at the age of 16, and spent his entire career with the club. He has also played for Great Britain and Scotland. Horne played at stand-off half for Hull in the 2005 Challenge Cup final victory against the Leeds Rhinos. He set a Super League record of tries scored in succession by scoring tries in 13 consecutive games during 2006's Super League XI. Hull reached the 2006 Super League Grand final to be contested against St Helens RLFC and Horne played at scrum half back in his side's 4-26 loss. On 27 October 2008, it was announced that Horne had signed a new three-year deal with Hull. On 17 January 2010, Horne played his testimonial match against neighbours, Hull Kingston Rovers, and Hull won, 28-16 in front of a crowd of over 16,000 supporters, and former Hull player Steve Prescott paid tribute to Horne. Horne announced his retirement at the end of the 2014 season to become assistant coach to Lee Radford alongside Chris Tuson & Andy Last",Agent,Athlete,RugbyPlayer,Richard_Horne,226
"Graham McRae (born 5 March 1940) is a former racing driver from New Zealand. He achieved considerable success in Formula 5000 racing, winning the Tasman Series each year from 1971 to 1973, and also the 1972 L&M Continental 5000 Championship in the United States. McRae's single outing in the Formula One World Championship was at the 1973 British Grand Prix on 14 July 1973, where he retired in the first lap. McRae also competed in the 1973 Indianapolis 500, finishing in 16th position and earning Rookie of the Year.",Agent,RacingDriver,FormulaOneRacer,Graham_McRae,89
"The Ilesha (Russian: Илеша, also known as Bolshaya Ilesha and Ilasha) is a river in Verkhnetoyemsky and Krasnoborsky Districts of Arkhangelsk Oblast and in Udorsky District of Komi Republic in Russia. It is a right tributary of the Pinega River. The length of the river is 204 kilometres (127 mi). The area of its basin 2,250 square kilometres (870 sq mi). Its main tributary is the Pinegskaya Yentala (left). The Ilesha flows over the hilly landscape, in the conifer forests (taiga). The source of the Ilesha is located in the north-eastern part of Verkhnetoyemsky District. The Ilesha initially flows to the south-east, enters briefly Udorsky District, turns south, enters briefly Krasnoborsky District, and then turns south-west and reenters Verkhnetoyemsky District. Upstream of the mouth of the Pinegskaya Yentala the Ilesha is also known as the Malaya Ilesha, which means The Lesser Ilesha. Downstream of the confluence with the Pinegskaya Yentala the Ilesha flows west, and eventually turns north-west. The valley of the Ilesha is very little populated, with the only village of Krasnaya located in the valley, and a number of alone-standing houses seasonally used by hunters. The village of Ust-Ilesha in the mouth of the river has lost all its population and is currently a ghost village. The mouth of the Ilesha is located 619 kilometers (385 mi) upstream from the mouth of the Pinega.",Place,Stream,River,Ilesha_River,226
"The water horsetail (Equisetum fluviatile), also known as the swamp horsetail, is a perennial horsetail that commonly grows in dense colonies along freshwater shorelines or in shallow water, growing in ponds, swamps, ditches, and other sluggish or still waters with mud bottoms. It is a herbaceous species, growing 30–100 cm (rarely 140 cm) tall with erect dark green stems 2–8 mm in diameter, smooth, with about 10–30 fine ridges. At each joint, the stem has a whorl of tiny, black-tipped scale leaves 5–10 mm long. Many, but not all, stems also have whorls of short ascending and spreading branches 1–5 cm long, with the longest branches on the lower middle of the stem. The side branches are slender, dark green, and have 1–8 nodes with a whorl of five scale leaves at each node. The water horsetail has the largest central hollow of the horsetails, with 80% of the stem diameter typically being hollow. The stems readily pull apart at the joints, and both fertile and sterile stems look alike. The water horsetail reproduces both by spores and vegetatively by rhizomes. It primarily reproduces by vegetative means, with the majority of shoots arising from rhizomes. Spores are produced in blunt-tipped cones at the tips of some stems. The spore cones are yellowish-green, 1-2 cm long and 1 cm broad, with numerous scales in dense whorls. The water horsetail ranges throughout the temperate Northern Hemisphere, from Eurasia south to central Spain, northern Italy, the Caucasus, China, Korea and Japan, and in North America from the Aleutian Islands to Newfoundland, south to Oregon, Idaho, northwest Montana, northeast Wyoming, West Virginia and Virginia. This horsetail is sometimes seen as an invasive species because it is very hardy and tends to overwhelm other garden plants unless it is contained. When planting, it is best to plant them with the rhizome in a container. The water horsetail is most often confused with the marsh horsetail E. palustre, which has rougher stems with fewer (4-8) stem ridges with a smaller hollow in the stem centre, and longer spore cones 2–4 cm long.",Species,Plant,Fern,Equisetum_fluviatile,346
"Eugene Clay Shaw Jr. (April 19, 1939 – September 10, 2013) was an American politician who was a Republican member of the United States House of Representatives from 1981 until 2007. He represented the 22nd District of Florida until he was defeated by Ron Klein in the 2006 midterm election.",Agent,Politician,Congressman,E._Clay_Shaw_Jr.,50
"The Vegas Valley leopard frog (Lithobates fisheri) is a species of frog previously declared extinct. Once it occurred in the Las Vegas Valley, as well as Tule Springs, Clark County, southern Nevada, United States of America, at elevations between 370 and 760 m (1,210 and 2,490 ft). It was believed to be the only frog endemic to the United States to have become extinct in modern times. A. Vanderhorst collected 10 specimens of this species at Tule Springs on January 13, 1942. These frogs were believed to be the last recorded specimens of the Vegas Valley leopard frog, and are now in the University of Michigan Museum of Comparative Zoology collection. The Vegas Valley leopard frog was considered extinct after extensive searches have failed to locate the species. In 2011, a genetic analysis using DNA from preserved museum specimens of the Vegas Valley leopard frog revealed it is 100% identical, genetically, to the northwestern Mogollon Rim populations of the Chiricahua leopard frog (Lithobates chiricahuensis), which is extant but threatened. While it has been extirpated from the Las Vegas area, the frog is no longer considered extinct because it is the same species as the Chiricahua leopard frog. According to nomenclatural priority, the northwestern Mogollon Rim population of L. chiricahuensis, described in 1979, is referable to the 1893-described, extinct population of the species, L. fisheri. L. chiricahuensis may remain a valid taxon for the southern and eastern range of the Chiricahua leopard frog. It appears then that there are two separate species within the fisheri/chiricahuensis complex - Lithobates fisheri, comprising the former Vegas Valley leopard frogs near Las Vegas and the Chiricahua leopard frogs from the Mogollon Rim, and Lithobates chiricahuensis, comprising the Chiricahua leopard frogs from the southern and eastern portions of the range in Arizona and New Mexico. The status of the Chiricahua leopard frogs in northern Mexico may be uncertain, and this may be yet another separate lineage. The fisheri/chiricahuensis complex has a close relationship with an unnamed leopard frog species called only \""Lithobates species 2\"" known from San Luis Potosí, Mexico.",Species,Animal,Amphibian,Vegas_Valley_leopard_frog,344
"One More Time was a Swedish pop group. Its members are Peter Grönvall, his wife Nanne Grönvall and Maria Rådsten. A fourth member, Thérèse Löf, left the group shortly after the first album was released. In 1992, they began their international career with the release of the single and album Highland. The single became an international success, entering no. 1 in the charts of 10 countries and awarding them a prize for Best Foreign Group in Belgium. The Highland album went gold in South Africa. \""Turn Out the Light\"" was a further single release off this album. Their second self-titled album followed in 1994 but wasn't as successful as the previous album. The group never dissolved and there are plans of a fifth album. Nanne Grönvall has had a successful solo career in Sweden since her first solo album in 1998. Peter Grönvall is the son of ABBA's Benny Andersson.",Agent,Group,Band,One_More_Time_(band),150
"The 136.796-mile (220.152 km) Wendell H. Ford Western Kentucky Parkway is a controlled-access highway running from Elizabethtown, Kentucky to near Eddyville, Kentucky. It intersects with Interstate 65 at its eastern terminus, and Interstate 24 at its western terminus. It is one of nine highways that are part of the Kentucky parkway system. The road was renamed for Wendell H. Ford, a former Kentucky governor and United States Senator, in 1998. Previously, it was simply the Western Kentucky Parkway, and often called the \""WK Parkway\"" because of the abbreviation once used on its signs. The Western Kentucky Parkway carries the unsigned designation of Kentucky Route 9001 (WK 9001) for its entire length. The portion from I-24 to the Pennyrile Parkway also carries the signed designation of Interstate 69. The section signed as I-69, the parkway is signed as former.",Place,RouteOfTransportation,Road,Western_Kentucky_Parkway,138
"Pope John XXIII (25 November 1881 – 3 June 1963) and Pope John Paul II (18 May 1920 – 2 April 2005) reigned as popes of the Roman Catholic Church and the sovereigns of Vatican City (respectively from 1958 to 1963 and 1978 to 2005). Their canonizations were held on 27 April 2014. The decision to canonize was made official by Pope Francis on 5 July 2013 following the recognition of a miracle attributed to the intercession of John Paul II, while John XXIII was canonized for his merits of opening the Second Vatican Council. The date of the canonization was assigned on 30 September 2013. The Canonization Mass was celebrated by Pope Francis (with Pope Emeritus Benedict XVI concelebrating), on 27 April 2014 (Divine Mercy Sunday), in St. Peter's Square (Pope John Paul had died on the vigil of Divine Mercy Sunday in 2005). About 150 Cardinals and 700 bishops concelebrated the Mass, and at least 500,000 people attended the Mass with an estimated 300,000 others watching from video screens placed around Rome.",Agent,Cleric,Saint,Canonization_of_Pope_John_XXIII_and_Pope_John_Paul_II,174
"Malo was an American Latin-tinged rock and roll group. The San Francisco-based ensemble was led by Arcelio Garcia and Jorge Santana, the brother of Latin-rock guitarist, Carlos Santana. Five of Malo's original members (Santana, Leo, Garcia, Tellez, and Bean) had previously played in the band, The Malibus. The other three founding members (Abel Zarate, Roy Murray, and Richard Spremich) had played together in the group Naked Lunch.",Agent,Group,Band,Malo_(band),67
"Kawashima v. Holder, 565 U.S. ___ (2012), is a United States Supreme Court case in which the Court held that \""filing a false tax return in violation of 26 U.S.C. Section 7206 qualifies as an aggravated felony under the Immigration and Nationality Act when the Government's revenue loss exceeds $10,000.\""",UnitOfWork,LegalCase,SupremeCourtOfTheUnitedStatesCase,Kawashima_v._Holder,50
"The 1995 UEFA Super Cup was a two-legged match contested between the UEFA Cup Winners' Cup holders Real Zaragoza and the UEFA Champions League holders Ajax. The cup was played later than usual, the two legs taking place in February 1996. The first leg was drawn 1–1 at the La Romareda stadium in Zaragoza. The second leg was won 4–0 by Ajax at the Olympic Stadium in Amsterdam. Ajax won 5–1 on aggregate.",Event,SportsEvent,FootballMatch,1995_UEFA_Super_Cup,73
"Shasangari Sivaneswary Nagarajan (born 30 March 1999) is a Malaysian individual rhythmic gymnast. She represents her nation at international competitions. She competed at world championships, including at the 2015 World Rhythmic Gymnastics Championships.",Agent,Athlete,Gymnast,Shasangari_Sivaneswary_Nagarajan,33
"Asian Aerospace (AA) is an international trade fair for the aerospace business. Currently based in Hong Kong, it was held in Singapore since 1981 until disagreements between co-organisers Reed Exhibitions and Singapore Technologies in 2006 forced its relocation from 2007.",Event,SocietalEvent,Convention,Asian_Aerospace,40
"(\""Eerdmans\"" redirects here. For the Dutch politician, see Joost Eerdmans.) Wm. B. Eerdmans Publishing Company is a religious publishing house based in Grand Rapids, Michigan. Founded in 1911 by William B. Eerdmans (1882–1966) and still independently owned with William's son Bill Eerdmans as president, Eerdmans has long been known for publishing a wide range of Christian and religious books, from academic works in Christian theology, biblical studies, religious history, and reference to popular titles in spirituality, social and cultural criticism, and literature.",Agent,Company,Publisher,William_B._Eerdmans_Publishing_Company,82
